pdf,table_pages,table_names
"pdfs/Madagascar, Republic of/2020/1MDGEA2020004.pdf",22,"Table_3b._Madagascar:_Fiscal_Operations_of_the_Central_Government,_2017–25_(Percent_of_GDP)"
"pdfs/Madagascar, Republic of/2021/1MDGEA2021001.pdf",35,"Table_2._Madagascar:_National_Accounts,_2018-26_"
"pdfs/Madagascar, Republic of/2021/1MDGEA2021001.pdf",36,"Table_3a._Madagascar:_Fiscal_Operations_of_the_Central_Government,_2018-26_(Billions_of_Ariary)"
"pdfs/Madagascar, Republic of/2021/1MDGEA2021001.pdf",37,"Table_3b._Madagascar:_Fiscal_Operations_of_the_Central_Government,_2018-26_(Percent_of_GDP)"
"pdfs/Madagascar, Republic of/2021/1MDGEA2021001.pdf",38,Table_4._Madagascar:_Fiscal_Operations_of_the_Central_Government_Quarterly_Projections_for_2021_(Billions_of_Ariary)
"pdfs/Madagascar, Republic of/2022/1MDGEA2022001.pdf",31,"Table_2._Madagascar:_National_Accounts,_2018-26_"
"pdfs/Madagascar, Republic of/2022/1MDGEA2022001.pdf",32,"Table_3a._Madagascar:_Fiscal_Operations_of_the_Central_Government,_2018-26_(Billions_of_Ariary)"
"pdfs/Madagascar, Republic of/2022/1MDGEA2022001.pdf",33,"Table_3b._Madagascar:_Fiscal_Operations_of_the_Central_Government,_2018_-26_(Percent_of_GDP)"
"pdfs/Madagascar, Republic of/2022/1MDGEA2022001.pdf",34,Table_4._Madagascar:_Fiscal_Operations_of_the_Central_Government_Quarterly_Projections_for_2021-22_(Billions_of_Ariary)
"pdfs/Madagascar, Republic of/2022/1MDGEA2022001.pdf",88,Table_1)._Borrowing_by_local_governments_requires_the_authorization_from_the_Ministr_y_of_Finance_
pdfs/Malawi/2018/cr18115.pdf,37,"Table_2a._Central_Government_Operations,_201617–2223_(Billions_of_Kwacha)"
pdfs/Malawi/2018/cr18115.pdf,38,"Table_2b._Central_Government_Operations,_201617–2223_(Percent_of_GDP)"
pdfs/Malawi/2018/cr18115.pdf,39,Table_2c._Central_Government_Quarterly_Operations_in_FY_1718_and_FY_1819_(Billions_of_Kwacha)
pdfs/Malawi/2018/cr18336.pdf,27,"Table_2a._Malawi:_Central_Government_Operations,_201617–2223_(Billions_of_Kwacha)"
pdfs/Malawi/2018/cr18336.pdf,28,"Table_2b._Malawi:_Central_Government_Operations,_201617–2223_(Percent_of_GDP)"
pdfs/Malawi/2018/cr18336.pdf,29,Table_2c._Malawi:_Central_Government_Quarterly_Operations_in_FY_1718_and_FY_1819_(Billions_of_Kwacha)
pdfs/Malawi/2019/1MWIEA2019001.pdf,28,"Table_2a._Malawi:_Central_Government_Operations,_201718–2324_(Billions_of_Kwacha)"
pdfs/Malawi/2019/1MWIEA2019001.pdf,29,"Table_2b._Malawi:_Central_Government_Operations,_201718–2324_(Percent_of_GDP)"
pdfs/Malawi/2019/1MWIEA2019001.pdf,30,Table_2c._Malawi:_Central_Government_Quarterly_Operations_in_FY_1819_and_FY_1920_(Billions_of_Kwacha)
pdfs/Malawi/2020/dsacr20168.pdf,18,"Table_2a._Malawi:_Central_Government_Operations,_20182019–20242025_(Billions_of_Kwacha)"
pdfs/Malawi/2020/dsacr20168.pdf,19,"Table_2b._Malawi:_Central_Government_Operations,_20182019–20242025_(Percent_of_GDP)"
pdfs/Malawi/2020/dsacr20288.pdf,21,"Table_2a._Malawi:_Central_Government_Operations,_20182019–20242025_(Billions_of_Kwacha)"
pdfs/Malawi/2020/dsacr20288.pdf,22,"Table_2b._Malawi:_Central_Government_Operations,_20182019–20242025_(Percent_of_GDP)"
pdfs/Malawi/2021/1MWIEA2021001.pdf,35,"Table_2a._Malawi:_Central_Government_Operations,_201819-25261_(Billion_of_Kwacha)"
pdfs/Malawi/2021/1MWIEA2021001.pdf,36,"Table_2b._Malawi:_Central_Government_Operations,_201819-25261_(Percent_of_GDP)"
pdfs/Malaysia/2018/cr1861.pdf,39,"Table_5._Malaysia:_Summary_of_Federal_Government_Operations_and_Stock_Positions,_2013–19_"
pdfs/Malaysia/2019/1MYSEA2019001.pdf,39,"Table_5._Malaysia:_Summary_of_Federal_Government_Operations_and_Stock_Positions,_2014–23_"
pdfs/Malaysia/2020/1MYSEA2020001.pdf,39,"Table_5._Malaysia:_Summary_of_Federal_Government_Operations_and_Stock_Positions,_2016–24_"
pdfs/Malaysia/2021/1MYSEA2021001.pdf,34,"Table_5._Malaysia:_Summary_of_Federal_Government_Operations_and_Stock_Positions,_2016–25_"
pdfs/Malaysia/2022/1MYSEA2022001.pdf,37,"Table_5._Malaysia:_Summary_of_Federal_Government_Operations_and_Stock_Positions,_2017?27_"
pdfs/Maldives/2019/1MDVEA2019002.pdf,31,"Table_2a._Maldives:_Central_Government_Finances,_2016–23_(In_millions_of_Rufiyaa)"
pdfs/Maldives/2019/1MDVEA2019002.pdf,32,"Table_2b._Maldives:_Central_Government_Finances,_2016–23_(In_percent_of_GDP,_unless_otherwise_specified)"
pdfs/Maldives/2019/1MDVEA2019004.pdf,27,"Table_3._Maldives:_Central_GovernmentFinance,_1997-2001_"
pdfs/Maldives/2019/1MDVEA2019005.pdf,30,"Table_3._Maldives:_Central_Government_Finance,_1997-2003_"
pdfs/Maldives/2019/1MDVEA2019005.pdf,47,"Table_1._Maldives:_Central_Government_Finance,_2001-2003_"
pdfs/Maldives/2019/1MDVEA2019006.pdf,29,"Table_3._Maldives:_Central_Government_Finance,_2001–06_"
pdfs/Maldives/2019/1MDVEA2019007.pdf,25,"Table_3._Maldives:_Central_Government_Finance,_2003–07_"
pdfs/Maldives/2019/1MDVEA2019008.pdf,28,"Table_2a._Maldives:_Central_Government_Finances,_2007–15_(Baseline_Scenario)_(In_millions_of_rufiyaa)"
pdfs/Maldives/2019/1MDVEA2019008.pdf,29,"Table_2b._Maldives:_Central_Government_Finances,_2007–15_(Baseline_Scenario)_(In_percent_of_GDP,_unless_otherwise_specified)"
pdfs/Maldives/2019/1MDVEA2019008.pdf,30,"Table_2c._Statement_of_General_Government_Operations,_2007–15_(Baseline_Scenario)_(In_millions_of_rufiyaa)"
pdfs/Maldives/2020/1MDVEA2020001.pdf,22,"Table_2a._Maldives:_Central_Government_Finances,_2016–25_(In_millions_of_Rufiyaa)"
pdfs/Maldives/2020/1MDVEA2020001.pdf,23,"Table_2b._Maldives:_Central_Government_Finances,_2016–25_(In_percent_of_GDP,_unless_otherwise_specified)"
pdfs/Mali/2018/cr18141.pdf,47,"Table_2._Mali:_National_Accounts,_2012–17_"
pdfs/Mali/2018/cr18141.pdf,48,"Table_3._Mali:_Consolidated_Fiscal_Transactions_of_the_Government,_2013–23_(Billions_of_CFA_francs)"
pdfs/Mali/2018/cr18141.pdf,49,"Table_4._Mali:_Consolidated_Fiscal_Transactions_of_the_Government,_2017_(Billions_of_CFA_francs)"
pdfs/Mali/2018/cr18141.pdf,50,"Table_5._Mali:_Consolidated_Fiscal_Transactions_of_the_Government,_2013–23_(Percent_of_GDP)"
pdfs/Mali/2018/cr18141.pdf,51,"Table_6._Mali:_Central_Government_Consolidated_Financial_Operations,_2018_(Billions_of_CFA_franc)"
pdfs/Mali/2018/cr18360.pdf,31,"Table_2._Mali:_National_Accounts,_2012–18_"
pdfs/Mali/2018/cr18360.pdf,32,"Table_2._Mali:_National_Accounts,_2012–18_"
pdfs/Mali/2018/cr18360.pdf,33,"Table_3._Mali:_Consolidated_Fiscal_Transactions_of_the_Government,_2013–23_(Billions_of_CFA_francs)"
pdfs/Mali/2018/cr18360.pdf,34,"Table_4._Mali:_Consolidated_Fiscal_Transactions_of_the_Government,_2018_(Billions_of_CFA_francs)"
pdfs/Mali/2018/cr18360.pdf,31,"Table_5._Mali:_Consolidated_Fiscal_Transactions_of_the_Government,_2013–23_(Percent_of_GDP)"
pdfs/Mali/2019/1MLIEA2019001.pdf,31,"Table_2._Mali:_National_Accounts,_2016–23_"
pdfs/Mali/2019/1MLIEA2019001.pdf,35,"Table_6a._Mali:_Consolidated_Fiscal_Transactions_of_the_Government,_2017–23_(Billions_of_CFAF)"
pdfs/Mali/2019/1MLIEA2019001.pdf,36,"Table_6b._Mali:_Consolidated_Fiscal_Transactions_of_the_Government,_2017–23_(Percent_of_GDP)"
pdfs/Mali/2019/1MLIEA2019001.pdf,37,"Table_6c._Mali:_Central_Government_Consolidated_Financial_Operations,_2019_(Billions_of_CFAF)"
pdfs/Mali/2020/1MLIEA2020001.pdf,27,"Table_2._Mali:_National_Accounts,_2017–24_"
pdfs/Mali/2020/1MLIEA2020001.pdf,31,"Table_6a._Mali:_Consolidated_Fiscal_Transactions_of_the_Government,_2017–24_(Billions_of_CFAF)"
pdfs/Mali/2020/1MLIEA2020001.pdf,32,"Table_6b._Mali:_Consolidated_Fiscal_Transactions_of_the_Government,_2017–24_(Percent_of_GDP)"
pdfs/Mali/2020/1MLIEA2020001.pdf,33,"Table_6c._Mali:_Central_Government_Consolidated_Financial_Operations,_2019–20_(Billions_of_CFAF)"
pdfs/Mali/2020/dsacr20153.pdf,17,"Table_2a._Mali:_Consolidated_Fiscal_Transactions_of_the_Government,_2017–25_(Billions_of_CFAF)"
pdfs/Mali/2020/dsacr20153.pdf,18,"Table_2b._Mali:_Consolidated_Fiscal_Transactions_of_the_Government,_2017–25_(Percent_of_GDP)"
pdfs/Mali/2021/1MLIEA2021001.pdf,,""
pdfs/Mali/2021/1MLIEA2021002.pdf,,""
pdfs/Mali/2021/1MLIEA2021003.pdf,33,"Table_2a._Mali:_Consolidated_Fiscal_Transactions_of_the_Government,_2017–25_(Billions_of_CFAF)"
pdfs/Mali/2021/1MLIEA2021003.pdf,34,"Table_2b._Mali:_Consolidated_Fiscal_Transactions_of_the_Government,_2017–25_(Percent_of_GDP)"
pdfs/Malta/2018/cr1819.pdf,35,"Table_2._Malta:_Fiscal_Developments_and_Projections,_2015-2022_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Malta/2019/1MLTEA2019001.pdf,34,"Table_2._Malta:_Fiscal_Developments_and_Projections,_2016–24_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Malta/2020/1MLTEA2020001.pdf,37,"Table_2._Malta:_Fiscal_Developments_and_Projections,_2016–2025_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Malta/2021/1MLTEA2021001.pdf,35,"Table_2._Malta:_Fiscal_Developments_and_Projections,_2020–2026_(Percent_of_GDP,_unless_otherwise_indicated)"
"pdfs/Marshall Islands, Republic of the/2018/cr18270.pdf",27,"Table_2._Marshall_Islands:_Statement_of_Government_Operations,_FY2014–23_1_"
"pdfs/Mauritania, Islamic Republic of/2018/050918.pdf",,""
"pdfs/Mauritania, Islamic Republic of/2018/112018.pdf",,""
"pdfs/Mauritania, Islamic Republic of/2018/cr18137.pdf",27,"Table_3a._Mauritania:_Central_Government_Operations,_2014–23_(In_billions_of_MRO,_unless_otherwise_indicated)"
"pdfs/Mauritania, Islamic Republic of/2018/cr18137.pdf",28,"Table_3b._Mauritania:_Central_Government_Operations,_2014–23_(In_percent_of_non-extractive_GDP,_unless_otherwise_indicated)"
"pdfs/Mauritania, Islamic Republic of/2018/cr18365.pdf",34,"Table_3a._Mauritania:_Central_Government_Operations,_2014–23_(In_billions_of_MRO,_unless_otherwise_indicated)"
"pdfs/Mauritania, Islamic Republic of/2018/cr18365.pdf",35,"Table_3b._Mauritania:_Central_Government_Operations,_2014–23_(In_percent_of_non-extractive_GDP,_unless_otherwise_indicated)"
"pdfs/Mauritania, Islamic Republic of/2019/1MRTEA2019001.pdf",28,"Table_3a._Mauritania:_Central_Government_Operations,_2015–24_(In_billions_of_MRO,_unless_otherwise_indicated)"
"pdfs/Mauritania, Islamic Republic of/2019/1MRTEA2019001.pdf",29,"Table_3b._Mauritania:_Central_Government_Operations,_2015–24_(In_percent_of_non-extractive_GDP,_unless_otherwise_indicated)"
"pdfs/Mauritania, Islamic Republic of/2020/1MRTEA2020001.pdf",18,"Table_3a._Mauritania:_Central_Government_Operations,_2016–25_(in_billions_of_MRU,_unless_otherwise_indicated)"
"pdfs/Mauritania, Islamic Republic of/2020/1MRTEA2020001.pdf",19,"Table_3b._Mauritania:_Central_Government_Operations,_2016–25_(in_percent_of_non-extractive_GDP,_unless_otherwise_indicated)"
"pdfs/Mauritania, Islamic Republic of/2020/1MRTEA2020003.pdf",,""
"pdfs/Mauritania, Islamic Republic of/2021/1MRTEA2021001.pdf",33,"Table_3a._Mauritania:_Central_Government_Operations,_2017-26_(In_billions_of_MRU,_unless_otherwise_indicated)"
"pdfs/Mauritania, Islamic Republic of/2021/1MRTEA2021001.pdf",34,"Table_3b._Mauritania:_Central_Government_Operations,_2017-26_(In_percent_of_nonextractive_GDP,_unless_otherwise_indicated)"
"pdfs/Mauritania, Islamic Republic of/2021/dsacr20274.pdf",31,"Table_3a._Mauritania:_Central_Government_Operations,_2016–25_(In_billions_of_MRU,_unless_otherwise_indicated)"
"pdfs/Mauritania, Islamic Republic of/2021/dsacr20274.pdf",32,"Table_3b._Mauritania:_Central_Government_Operations,_2016–25_(In_percent_of_non-extractive_GDP,_unless_otherwise_indicated)"
"pdfs/Mauritanie, République islamique de/2018/050918f.pdf",,""
pdfs/Mauritius/2019/1MUSEA2019001.pdf,29,"Table_2A._Mauritius:_Summary_of_Central_Government_Finances,_201516–23241_(Millions_of_Rupees;_unless_otherwise_indicated)"
pdfs/Mauritius/2019/1MUSEA2019001.pdf,30,Table_2B._Mauritius:_Summary_of_Central_Government_Finances._201516–23241_(Percent_of_GDP;_unless_otherwise_indicated)
pdfs/Mauritius/2021/1MUSEA2021001.pdf,28,"Table_2a._Mauritius:_Summary_of_Central_Government_Finances,_201718–25261_(Millions_of_Rupees,_unless_otherwise_indicated)"
pdfs/Mauritius/2021/1MUSEA2021001.pdf,29,"Table_2b._Mauritius:_Summary_of_Central_Government_Finances,_201718_-25261_(Percent_of_GDP,_unless_otherwise_indicated)"
pdfs/Mexico/2018/cr18307-MexicoBundle.pdf,49,"Table_2._Mexico:_Statement_of_Operations_of_the_Public_Sector,_Authorities'_Presentation_1_(In_percent_of_GDP)"
pdfs/Mexico/2018/cr18307-MexicoBundle.pdf,50,"Table_3._Mexico:_Statement_of_Operations_of_the_Public_Sector,_GFSM_2014_Presentation_1__(In_percent_of_GDP)"
pdfs/Mexico/2019/1MEXEA2019001.pdf,47,"Table_2._Mexico:_Statement_of_Operations_of_the_Public_Sector,_Authorities'_Presentation_1_(In_percent_of_GDP)"
pdfs/Mexico/2019/1MEXEA2019001.pdf,48,"Table_3._Mexico:_Statement_of_Operations_of_the_Public_Sector,_GFSM_2014_Presentation_1_(In_percent_of_GDP)"
pdfs/Mexico/2020/1MEXEA2020001.pdf,45,"Table_2._Mexico:_Statement_of_Operations_of_the_Public_Sector,_Authorities'_Presentation_1_(In_percent_of_GDP)"
pdfs/Mexico/2020/1MEXEA2020001.pdf,46,"Table_3._Mexico:_Statement_of_Operations_of_the_Public_Sector,_GFSM_2014_Presentation_1_(In_percent_of_GDP)"
pdfs/Mexico/2020/1MEXEA2020002.pdf,29,"Table_2._Mexico:_Statement_of_Operations_of_the_Public_Sector,_Authorities'_Presentation_1_(In_percent_of_GDP)"
pdfs/Mexico/2020/1MEXEA2020002.pdf,30,"Table_3._Mexico:_Statement_of_Operations_of_the_Public_Sector,_GFSM_2014_Presentation_1_(In_percent_of_GDP)"
pdfs/Mexico/2021/1MEXEA2021001.pdf,44,"Table_2._Mexico:_Statement_of_Operations_of_the_Public_Sector,_Authorities'_Presentation_1_(In_percent_of_GDP)"
pdfs/Mexico/2021/1MEXEA2021001.pdf,45,"Table_3._Mexico:_Statement_of_Operations_of_the_Public_Sector,_GFSM_2014_Presentation_1_(In_percent_of_GDP)"
pdfs/Mexico/2021/1MEXEA2021002.pdf,30,"Table_2._Mexico:_Statement_of_Operations_of_the_Public_Sector,_Authorities'_Presentation_1_(In_percent_of_GDP)"
pdfs/Mexico/2021/1MEXEA2021002.pdf,31,"Table_3._Mexico:_Statement_of_Operations_of_the_Public_Sector,_GFSM_2014_Presentation_1_(In_percent_of_GDP)"
"pdfs/Moldova, Republic of/2018/cr18205.pdf",27,"Table_3a._Moldova:_General_Government_Budget,_2015–2023_(Millions_of_Moldovan_lei,_unless_otherwise_indicated)"
"pdfs/Moldova, Republic of/2018/cr18205.pdf",28,"Table_3b._Moldova:_General_Government_Budget,_2015–2023_(Percent_of_GDP,_unless_otherwise_indicated)"
"pdfs/Moldova, Republic of/2018/cr18205.pdf",29,"Table_4._Moldova:_Accounts_of_the_National_Bank_of_Moldova_and_Monetary_Survey,_"
"pdfs/Moldova, Republic of/2019/1MDAEA2019002.pdf",33,"Table_3a._Moldova:_General_Government_Budget,_2015–2024_(Millions_of_Moldovan_lei,_unless_otherwise_indicated)"
"pdfs/Moldova, Republic of/2019/1MDAEA2019002.pdf",34,"Table_3b._Moldova:_General_Government_Budget,_2015–2024_(Percent_of_GDP,_unless_otherwise_indicated)"
"pdfs/Moldova, Republic of/2019/1MDAEA2019002.pdf",35,"Table_4._Moldova:_Accounts_of_the_National_Bank_of_Moldova_and_Monetary_Survey,_"
"pdfs/Moldova, Republic of/2020/1MDAEA2020003.pdf",15,"Table_3a._Moldova:_General_Government_Budget,_2016–2025_(Millions_of_Moldovan_lei,_unless_otherwise_indicated)"
"pdfs/Moldova, Republic of/2020/1MDAEA2020003.pdf",16,"Table_3b._Moldova:_General_Government_Budget,_2016–2025_(Percent_of_GDP,_unless_otherwise_indicated)"
"pdfs/Moldova, Republic of/2020/1MDAEA2020003.pdf",17,"Table_4._Moldova:_Accounts_of_the_National_Bank_of_Moldova_and_Monetary_Survey,_"
"pdfs/Moldova, Republic of/2022/1MDAEA2022001.pdf",47,"Table_3a._Moldova:_General_Government_Budget,_2016–2026_(Millions_of_Moldovan_lei,_unless_otherwise_indicated)"
"pdfs/Moldova, Republic of/2022/1MDAEA2022001.pdf",48,"Table_3b._Moldova:_General_Government_Budget,_2016–2026_(Percent_of_GDP,_unless_otherwise_indicated)"
"pdfs/Moldova, Republic of/2022/1MDAEA2022001.pdf",49,"Table_4._Moldova:_Accounts_of_the_National_Bank_of_Moldova_and_Monetary_Survey,_"
"pdfs/Moldova, Republic of/2022/1MDAEA2022002.pdf",,""
pdfs/Mongolia/2018/cr18204.pdf,26,"Table_2a._Mongolia:_Summary_Operations_of_the_General_Government,_2015–23_(In_billions_of_togrogs)"
pdfs/Mongolia/2018/cr18204.pdf,27,"Table_2b._Mongolia:_Summary_Operations_of_the_General_Government,_2015–23_(In_percent_of_GDP)"
pdfs/Mongolia/2018/cr18303.pdf,31,"Table_2a._Mongolia:_Summary_Operations_of_the_General_Government,_2015–23_(In_billions_of_togrogs)"
pdfs/Mongolia/2018/cr18303.pdf,32,"Table_2b._Mongolia:_Summary_Operations_of_the_General_Government,_2015–23_(In_percent_of_GDP)"
pdfs/Mongolia/2018/cr1898.pdf,27,"Table_2a._Mongolia:_Summary_Operations_of_the_General_Government,_2016–23_(In_billions_of_togrogs)"
pdfs/Mongolia/2018/cr1898.pdf,28,"Table_2b._Mongolia:_Summary_Operations_of_the_General_Government,_2016–23_(In_percent_of_GDP)"
pdfs/Mongolia/2019/1MNGEA2019001.pdf,37,"Table_2a._Mongolia:_Summary_Operations_of_the_General_Government,_2016–24_(In_billions_of_togrogs)"
pdfs/Mongolia/2019/1MNGEA2019001.pdf,38,"Table_2b._Mongolia:_Summary_Operations_of_the_General_Government,_2016–24_(In_percent_of_GDP)"
pdfs/Mongolia/2020/1MNGEA2020001.pdf,15,"Table_2a._Mongolia:_Summary_Operations_of_the_General_Government,_2016–25_(In_billions_of_togrogs)"
pdfs/Mongolia/2020/1MNGEA2020001.pdf,16,"Table_2b._Mongolia:_Summary_Operations_of_the_General_Government,_2016–25_(In_percent_of_GDP)"
pdfs/Mongolia/2021/1MNGEA2021001.pdf,51,"Table_4a._Mongolia:_Summary_Operations_of_the_General_Government,_2018-24_(In_billions_of_Togrogs)"
pdfs/Mongolia/2021/1MNGEA2021001.pdf,52,"Table_4b._Mongolia:_Summary_Operations_of_the_General_Government,_2018-24_(In_percent_of_GDP)"
pdfs/Montenegro/2018/cr18121.pdf,40,"Table_5._Montenegro:_Consolidated_General_Government_Fiscal_Operations,_2013-23_1_(Millions_of_euro,_GFSM_2014)"
pdfs/Montenegro/2018/cr18121.pdf,41,"Table_6._Montenegro:_Consolidated_General_Government_Fiscal_Operations,_2013-23_1_(in_percent_of_GDP,_GFSM_2014)"
pdfs/Montenegro/2018/cr18121.pdf,42,"Table_7._Montenegro:_Consolidated_General_Government_Fiscal_Operations,_2013-23_1_(Millions_of_euro)"
pdfs/Montenegro/2018/cr18121.pdf,43,"Table_8._Montenegro:_Consolidated_General_Government_Fiscal_Operations,_2013-23_1_(in_percent_of_GDP)"
pdfs/Montenegro/2019/1MNEEA2019003.pdf,37,"Table_5._Montenegro:_Consolidated_General_Government_Fiscal_Operations,_2014-2024_1_(Millions_of_euro,_GFSM_2014)"
pdfs/Montenegro/2019/1MNEEA2019003.pdf,38,"Table_6._Montenegro:_Consolidated_General_Government_Fiscal_Operations,_2014-2024_1_(Percent_of_GDP,_GFSM_2014)"
pdfs/Montenegro/2019/1MNEEA2019003.pdf,39,"Table_7._Montenegro:_Consolidated_General_Government_Fiscal_Operations,_2014-2024_1_(Millions_of_euro)"
pdfs/Montenegro/2019/1MNEEA2019003.pdf,40,"Table_8._Montenegro:_Consolidated_General_Government_Fiscal_Operations,_2014-2024_1_(Percent_of_GDP)"
pdfs/Montenegro/2020/1MNEEA2020002.pdf,16,"Table_3a._Montenegro:_Consolidated_General_Government_Fiscal_Operations,_2015–25_1_(Millions_of_euro)"
pdfs/Montenegro/2020/1MNEEA2020002.pdf,17,"Table_3b._Montenegro:_Consolidated_General_Government_Fiscal_Operations,_2015–25_1_(In_percent_of_GDP)"
pdfs/Montenegro/2022/1MNEEA2022001.pdf,32,"Table_7._Montenegro:_Consolidated_General_Government_Fiscal_Operations,_2016–2026_1_(Millions_of_euro)"
pdfs/Montenegro/2022/1MNEEA2022001.pdf,33,"Table_8._Montenegro:_Consolidated_General_Government_Fiscal_Operations,_2016–2026_1_(Percent_of_GDP)"
pdfs/Morocco/2018/cr1858.pdf,24,"Table_2a._Morocco:_Budgetary_Central_Government_Finance,_2012–22_(Billions_of_dirhams)"
pdfs/Morocco/2018/cr1858.pdf,25,"Table_2b._Morocco:_Budgetary_Central_Government_Finance,_2012–22_(Percent_of_GDP)"
pdfs/Morocco/2018/cr1875.pdf,31,"Table_3a._Morocco:_Budgetary_Central_Government_Finance,_2012–22_(Billions_of_dirhams)"
pdfs/Morocco/2018/cr1875.pdf,32,"Table_3b._Morocco:_Budgetary_Central_Government_Finance,_2012–22_(Percent_of_GDP)"
pdfs/Morocco/2019/1MAREA2019003.pdf,35,"Table_3a._Morocco:_Budgetary_Central_Government_Finance,_2015–24_(Billions_of_dirhams)"
pdfs/Morocco/2019/1MAREA2019003.pdf,36,"Table_3b._Morocco:_Budgetary_Central_Government_Finance,_2015–24_(Percent_of_GDP)"
pdfs/Morocco/2019/1MAREA2019005.pdf,26,"Table_2a._Morocco:_Budgetary_Central_Government_Finance,_2015–24_(Billions_of_dirhams)"
pdfs/Morocco/2019/1MAREA2019005.pdf,27,"Table_2b._Morocco:_Budgetary_Central_Government_Finance,_2015–24_(Percent_of_GDP)"
pdfs/Morocco/2019/cr1924-morocco.pdf,36,"Table_2a._Morocco:_Budgetary_Central_Government_Finance,_2015–23_(Billions_of_dirhams)"
pdfs/Morocco/2019/cr1924-morocco.pdf,37,"Table_2b._Morocco:_Budgetary_Central_Government_Finance,_2015–23_(Percent_of_GDP)"
pdfs/Morocco/2020/1MAREA2020001.pdf,29,"Table_2a._Morocco:_Budgetary_Central_Government_Finance,_2015–24_(Billions_of_dirhams)"
pdfs/Morocco/2020/1MAREA2020001.pdf,30,"Table_2b._Morocco:_Budgetary_Central_Government_Finance,_2015–24_(Percent_of_GDP)"
pdfs/Morocco/2021/1MAREA2021001.pdf,31,"Table_2._Morocco:_Budgetary_Central_Government_Finance,_2016–25_(Billions_of_dirhams)"
pdfs/Morocco/2021/1MAREA2021001.pdf,32,"Table_3._Morocco:_Budgetary_Central_Government_Finance,_2016–25_(Percent_of_GDP)"
pdfs/Morocco/2022/1MAREA2022001.pdf,34,"Table_2a._Morocco:_Budgetary_Central_Government_Finance,_2017?26_(Billions_of_dirhams)"
pdfs/Morocco/2022/1MAREA2022001.pdf,35,"Table_2b._Morocco:_Budgetary_Central_Government_Finance,_2017?26_(Percent_of_GDP)"
"pdfs/Mozambique, Republic of/2018/cr1865.pdf",34,"Table_2._Mozambique:_Government_Finances,_2016–23_(Billions_of_Meticais)"
"pdfs/Mozambique, Republic of/2018/cr1865.pdf",35,"Table_3._Mozambique:_Government_Finances,_2016–23_(Percent_of_GDP)"
"pdfs/Mozambique, Republic of/2019/1MOZEA2019001.pdf",24,"Table_2a._Mozambique:_Government_Finances,_2016–24_(Billions_of_Meticais)"
"pdfs/Mozambique, Republic of/2019/1MOZEA2019001.pdf",25,"Table_2b._Mozambique:_Government_Finances,_2016–24_(Percent_of_GDP)"
"pdfs/Mozambique, Republic of/2019/1MOZEA2019002.pdf",29,"Table_2a._Mozambique:_Government_Finances,_2016–24_(Billions_of_Meticais)"
"pdfs/Mozambique, Republic of/2019/1MOZEA2019002.pdf",30,"Table_2b._Mozambique:_Government_Finances,_2016–24_(Percent_of_GDP)"
"pdfs/Mozambique, Republic of/2019/1MOZPA2019001.pdf",,""
"pdfs/Mozambique, Republic of/2020/1MOZEA2020001.pdf",16,"Table_2a._Mozambique:_Government_Finances,_2017–20251_(Billions_of_meticais)"
"pdfs/Mozambique, Republic of/2020/1MOZEA2020001.pdf",17,"Table_2b._Mozambique:_Government_Finances,_2017–20251_(Percent_of_GDP)"
pdfs/Multiple countries specified/2018/cr18106.pdf,27,"Table_2._WAEMU:_Selected_National_Accounts_and_Inflation_Statistics,_2014-22_"
pdfs/Multiple countries specified/2018/cr18118.pdf,34,Table_2._The_Bahamas:_Operations_of_the_Central_Government_1_
pdfs/Multiple countries specified/2018/cr18147.pdf,30,Table_3a._Guinea-Bissau:_Central_Government_Operations1_(Billions_of_CFAF)
pdfs/Multiple countries specified/2018/cr18147.pdf,31,Table_3b._Guinea-Bissau:_Central_Government_Operations1_(Percent_of_GDP)
pdfs/Multiple countries specified/2018/cr18210.pdf,26,"Table_2._CEMAC:_National_Accounts,_2015–22_"
pdfs/Multiple countries specified/2018/cr18217.pdf,23,"Table_2._Benin:_Consolidated_Government_Operations,_2015–22_"
pdfs/Multiple countries specified/2018/cr18217.pdf,24,"Table_3._Benin:_Consolidated_Central_Government_Operations,_2017–18_"
pdfs/Multiple countries specified/2018/cr18217.pdf,25,"Table_4._Benin:_Consolidated_Central_Government_Operations,_2015–22_"
pdfs/Multiple countries specified/2018/cr18218.pdf,30,"Table_5._Tunisia:_Central_Government_Fiscal_Operations,_2015–19_(In_millions_of_dinars,_cumulative_flow_since_the_beginning_of_the_year)"
pdfs/Multiple countries specified/2018/cr18218.pdf,31,"Table_6._Tunisia:_Central_Government_Fiscal_Operations,_2015–23_(In_percent_of_GDP)"
pdfs/Multiple countries specified/2018/cr18277.pdf,35,"Table_5a._Kazakhstan:_General_Government_Fiscal_Operations,_2014–23_1_"
pdfs/Multiple countries specified/2018/cr18277.pdf,36,"Table_5b._Kazakhstan:_General_Government_Fiscal_Operations,_2014–23_1_"
pdfs/Multiple countries specified/2018/cr18316.pdf,48,"Table_3._United_Kingdom:_Statement_of_Public_Sector_Operations,_201011–2223_1_(Percentage_change,_unless_otherwise_indicated)"
